"tconst","title","release_year","release_date","budget","worldwide_box_office","domestic_box_office","foreign_box_office","imdb_raiting","numvotes","genre"
tt0102138,JFK,1991,1991-12-20,"40000000",70405496,70405496,,8.00,155781,Drama
tt0473367,Jaane Tu... Ya Jaane Na,2008,2008-07-04,"2300000",19852786,604037.0,19248748,7.40,27058,Comedy
tt0116669,Jack,1996,1996-08-09,"45000000",58620972,58620972,,5.80,60889,Comedy
tt0141109,Jack Frost,1998,1998-12-10,"27000000",34562556,34562556,,5.40,36787,Comedy
tt0790724,Jack Reacher,2012,2012-12-20,"60000000",218340592,80070736,138269856,7.00,340278,Action
tt3393786,Jack Reacher: Never Go Back,2016,2016-10-19,"60000000",162146080,58697076,103449000,6.10,158562,Action
tt1205537,Jack Ryan: Shadow Recruit,2014,2014-01-15,"60000000",135503744,50577412,84926336,6.20,132070,Action
tt0810913,Jack and Jill,2011,2011-11-11,"79000000",149673792,74158160,75515632,3.30,84874,Comedy
tt0107247,Jack the Bear,1993,1993-04-02,"0",5145823.0,5145823.0,,6.50,4156,Comedy
tt1351685,Jack the Giant Slayer,2013,2013-02-27,"195000000",197687600,65187604,132500000,6.20,139040,Action
tt1116184,Jackass 3D,2010,2010-10-15,"20000000",171685792,117229696,54456100,7.00,65555,Action
tt0493430,Jackass Number Two,2006,2006-09-22,"11000000",84645168,72778712,11866452,7.00,75879,Action
tt3063516,Jackass Presents: Bad Grandpa,2013,2013-10-22,"15000000",151826544,102003016,49823528,6.50,95305,Comedy
tt0322802,Jackass: The Movie,2002,2002-10-21,"5000000",79493832,64255312,15238519,6.60,95227,Action
tt1619029,Jackie,2016,2016-12-02,"9000000",29777776,13960394,15817383,6.70,79725,Biography
tt0119396,Jackie Brown,1997,1997-12-24,"12000000",39673160,39673160,,7.50,347223,Crime
tt0097607,Jacknife,1989,1989-03-10,"0",2049769.0,2049769.0,,6.30,6181,Drama
tt0099871,Jacob's Ladder,1990,1990-11-02,"25000000",26118852,26118852,,7.40,108124,Drama
tt0113451,Jade,1995,1995-10-13,"50000000",9851610.0,9851610.0,,5.30,12882,Crime
tt9680630,Jade Dynasty,2019,,,57149764,,57149764,5.70,1807,Action
tt0089360,Jagged Edge,1985,1985-10-04,"15000000",40491164,40491164,,6.50,15416,Drama
tt0333528,Jail Breakers,2002,,,17797712,,17797712,6.20,423,Action
tt0091282,Jake Speed,1986,,,1943751.0,1943751.0,,4.90,1024,Action
tt0120716,Jakob the Liar,1999,1999-09-16,"0",4956401.0,4956401.0,,6.50,17347,Drama
tt0116683,James and the Giant Peach,1996,1996-04-12,"38000000",28946128,28946128,,6.70,67322,Adventure
tt1229822,Jane Eyre,2011,2011-03-11,"0",34710628,11242660,23467968,7.30,88017,Drama
tt0116684,Jane Eyre,1996,1996-02-09,"0",5200601.0,5200601.0,,6.80,9715,Drama
tt0418763,Jarhead,2005,2005-11-04,"72000000",97076152,62658220,34417932,7.00,189693,Biography
tt4196776,Jason Bourne,2016,2016-07-27,"120000000",415484928,162434416,253050496,6.60,226875,Action
tt0107254,Jason Goes to Hell: The Final Friday,1993,1993-08-13,"3000000",15935068,15935068,,4.10,32746,Fantasy
tt0211443,Jason X,2001,2001-07-24,"11000000",16951798,13121555,3830243.0,4.40,56466,Action
tt0110186,Jason's Lyric,1994,1994-09-28,"7000000",20851520,20851520,,6.60,4254,Crime
tt0155776,Jawbreaker,1999,1999-01-30,"3000000",3117085.0,3117085.0,,5.60,26643,Comedy
tt0077766,Jaws 2,1978,1978-06-16,"20000000",77737272,77737272,,5.80,78631,Adventure
,Jaws 2 1980 Re-release,1980,,,4028735.0,4028735.0,,,,
tt0085750,Jaws 3-D,1983,1983-03-16,"20500000",45517056,45517056,,3.70,44413,Adventure
tt0093300,Jaws: The Revenge,1987,1987-07-17,"23000000",20763012,20763012,,3.00,46219,Adventure
tt0261392,Jay and Silent Bob Strike Back,2001,2001-08-22,"22000000",33788160,30085148,3703014.0,6.80,155089,Comedy
,Jean de Florette,1987,,,4940939.0,4940939.0,,,,
tt0263488,Jeepers Creepers,2001,2001-07-01,"10000000",59217788,37904176,21313614,6.20,127269,Horror
tt0301470,Jeepers Creepers 2,2003,2003-08-08,"17000000",63102664,35667216,27435448,5.60,64778,Horror
tt0113463,Jefferson in Paris,1995,1995-03-31,"14000000",2473668.0,2473668.0,,5.70,3072,Biography
tt0113464,Jeffrey,1995,1995-08-18,"0",3487767.0,3487767.0,,6.80,6337,Comedy
tt0084171,Jekyll and Hyde... Together Again,1982,1982-11-10,"0",3792188.0,3792188.0,,6.00,1264,Comedy
tt0104549,Jennifer 8,1992,1992-11-06,"20000000",11390479,11390479,,6.30,17119,Crime
tt1131734,Jennifer's Body,2009,2009-09-18,"16000000",31556060,16204793,15351268,5.40,134060,Comedy
tt1274293,Jeon Woochi,2009,2009-12-23,"12000000",38681928,,38681928,6.60,3194,Action
tt0116695,Jerry Maguire,1996,1996-12-06,"50000000",153952592,153952592,,7.30,265741,Comedy
tt1742044,Jersey Boys,2014,2014-06-05,"40000000",67647016,47047012,20600000,6.80,35023,Biography
tt0300051,Jersey Girl,2004,2004-03-25,"35000000",35492920,25268156,10224764,6.20,66520,Comedy
,Jesus of Montreal,1990,,,1601612.0,1601612.0,,,,
tt0099878,Jetsons: The Movie,1990,1990-06-06,"0",20305840,20305840,,5.50,5300,Animation
tt4818250,Jian Bing Man,2015,,,186683536,,186683536,5.60,1224,Comedy
tt3348730,Jigsaw,2017,,,102952888,38052832,64900056,5.70,79352,Crime
tt0110197,Jimmy Hollywood,1994,1994-03-30,"30000000",3783003.0,3783003.0,,5.30,3412,Comedy
tt0268397,Jimmy Neutron: Boy Genius,2001,2001-12-21,"25000000",102992536,80936232,22056304,6.00,34807,Action
tt0116705,Jingle All the Way,1996,1996-11-15,"60000000",60592388,60592388,,5.70,104022,Adventure
tt0084173,Jinxed!,1982,1982-10-22,"0",2869638.0,2869638.0,,4.70,1140,Comedy
tt0091295,"Jo Jo Dancer, Your Life Is Calling",1986,1986-05-02,"0",18034150,18034150,,6.30,1842,Biography
tt2357129,Jobs,2013,2013-08-16,"12000000",42128352,16131410,25996942,6.00,98482,Biography
tt0093315,Jocks,1986,1986-11-14,"0",120808.0,120808.0,,3.80,816,Comedy
tt0449994,Jodhaa Akbar,2008,2008-02-15,"8376800",26890354,3440718.0,23449636,7.50,32715,Action
tt0245686,Joe Dirt,2001,2001-04-10,"17700000",30987696,27087696,3900000.0,5.90,57303,Adventure
tt0279889,Joe Somebody,2001,2001-12-21,"38000000",24516772,22771646,1745126.0,5.50,10650,Comedy
tt0099892,Joe Versus the Volcano,1990,1990-03-09,"0",39404260,39404260,,5.90,37424,Comedy
tt0116707,Joe's Apartment,1996,1996-07-26,"13000000",4619014.0,4619014.0,,5.50,13456,Comedy
tt0401729,John Carter,2012,2012-03-07,"260000000",284139104,73078096,211060992,6.60,272360,Action
tt0251160,John Q,2002,2002-02-15,"36000000",102244768,71756800,30487968,7.00,134220,Crime
tt0455967,John Tucker Must Die,2006,2006-07-27,"18000000",68844776,41011712,27833064,5.70,84204,Comedy
tt2911666,John Wick,2014,2014-10-22,"20000000",86013056,43037836,42975220,7.40,621202,Action
tt4425200,John Wick: Chapter 2,2017,2017-02-08,"40000000",171539888,92029184,79510704,7.40,425268,Action
tt6146586,John Wick: Chapter 3 - Parabellum,2019,,,327777344,171015680,156761648,7.40,336772,Action
tt0095409,Johnny Be Good,1988,1988-03-22,"0",17550400,17550400,,4.60,6862,Comedy
tt0087507,Johnny Dangerously,1984,1984-12-21,"0",17124396,17124396,,6.50,14828,Comedy
tt0274166,Johnny English,2003,2003-04-06,"40000000",160466000,28082366,132383632,6.20,160731,Action
tt1634122,Johnny English Reborn,2011,2011-09-15,"45000000",160078592,8305970.0,151772608,6.30,131054,Action
tt6921996,Johnny English Strikes Again,2018,,,158970784,4412170.0,154558608,6.20,74169,Action
tt0097626,Johnny Handsome,1989,1989-09-12,"20000000",7237794.0,7237794.0,,6.10,10068,Crime
tt0113481,Johnny Mnemonic,1995,1995-05-26,"25000000",19075720,19075720,,5.60,72018,Action
,Johnny Stecchino,1992,,,626057.0,626057.0,,,,
tt0359517,Johnson Family Vacation,2004,2004-04-07,"12000000",31326184,31203964,122219.0,4.40,7906,Comedy
tt2584384,Jojo Rabbit,2019,,,90335024,33370906,56964120,7.90,381057,Comedy
tt7286456,Joker,2019,,,1074251264,335451296,738800000,8.40,1240425,Crime
tt5982852,Jolly LLB 2,2017,,,24214186,1654254.0,22559932,7.20,25489,Comedy
tt0298388,Jonah: A VeggieTales Movie,2002,2002-10-04,"0",25615232,25581228,34002.0,6.40,4253,Adventure
tt1229827,Jonas Brothers: The 3D Concert Experience,2009,2009-02-27,"0",23186960,19162740,4024220.0,1.60,17487,Biography
tt0076234,Joseph Andrews,1977,,,839865.0,839865.0,,5.60,610,Adventure
tt0107277,Josh and S.A.M.,1993,1993-11-24,"18000000",1640220.0,1640220.0,,5.70,1547,Adventure
tt0089383,Joshua Then and Now,1985,1985-09-05,"0",542420.0,542420.0,,6.50,591,Comedy
tt0236348,Josie and the Pussycats,2001,2001-04-06,"22000000",14866015,14271015,595000.0,5.50,23386,Comedy
tt1397514,Journey 2: The Mysterious Island,2012,2012-01-19,"79000000",335260288,103860288,231400000,5.70,104422,Action
tt0373051,Journey to the Center of the Earth,2008,2008-07-10,"45000000",244232688,101704368,142528320,5.80,122975,Action
tt2017561,Journey to the West,2013,2013-02-01,"0",205637184,18058.0,205619120,6.70,12875,Action
tt5273624,Journey to the West: The Demons Strike Back,2017,,,247585248,880346.0,246704896,5.40,3204,Adventure
tt2446980,Joy,2015,2015-12-24,"60000000",101134056,56451232,44682828,6.60,136899,Biography
tt0206314,Joy Ride,2001,2001-10-05,"23000000",36642840,21974920,14667919,6.60,69870,Action
tt2979336,Joy of Fatherhood,2014,,,27088816,,27088816,5.60,2738,Comedy
tt0087513,Joy of Sex,1984,1984-08-03,"0",4463841.0,4463841.0,,3.70,826,Comedy
tt0424205,Joyeux Noel,2005,2005-11-09,"22000000",17709156,1054361.0,16654794,7.70,29864,Drama
tt1710396,Joyful Noise,2012,2012-01-13,"0",31158112,30932112,226000.0,5.70,8508,Comedy
tt0085764,Joysticks,1983,1983-03-04,"300000",3952448.0,3952448.0,,4.40,2314,Comedy
,Ju Dou,1991,,,1986433.0,1986433.0,,,,
tt0113492,Judge Dredd,1995,1995-06-30,"90000000",34693480,34693480,,5.50,118283,Action
tt0107286,Judgment Night,1993,1993-10-15,"0",12526677,12526677,,6.60,17146,Action
tt5456546,Judwaa 2,2017,,,28733524,1431255.0,27302268,3.60,10874,Action
tt7549996,Judy,2019,,,45701880,24313888,21387992,6.80,50543,Biography
tt0104573,Juice,1992,1992-01-17,"5000000",20146880,20146880,,7.00,27362,Action
tt0076245,Julia,1977,1977-10-02,"0",20714400,20714400,,7.10,9783,Drama
,Julia and Julia,1988,,,901364.0,901364.0,,,,
tt1135503,Julie & Julia,2009,2009-08-06,"40000000",129540520,94125424,35415096,7.00,119351,Biography
tt0113497,Jumanji,1995,1995-12-15,"65000000",100475248,100475248,,7.00,342973,Adventure
tt7975244,Jumanji: The Next Level,2019,,,801693952,320314944,481378976,6.70,246163,Action
tt2283362,Jumanji: Welcome to the Jungle,2017,,,962077568,404515488,557562048,6.90,374941,Action
tt0489099,Jumper,2008,2008-02-10,"85000000",225132112,80172128,144959984,6.10,306430,Action
tt0091306,Jumpin' Jack Flash,1986,1986-10-09,"0",29844100,29844100,,5.90,19540,Comedy
tt1640484,Jumping the Broom,2011,2011-05-06,"6600000",38158600,37295392,863207.0,5.60,10883,Comedy
tt0119432,Jungle 2 Jungle,1997,1997-03-07,"0",59927616,59927616,,5.10,24536,Comedy
tt0102175,Jungle Fever,1991,1991-06-07,"14000000",32482682,32482682,,6.60,18598,Drama
tt0110216,Junior,1994,1994-11-22,"60000000",36763356,36763356,,4.70,69283,Comedy
tt0467406,Juno,2007,2007-12-05,"7500000",232372688,143495264,88877416,7.50,520689,Comedy
tt1617661,Jupiter Ascending,2015,2015-02-04,"176000003",183887728,47387724,136500000,5.30,188540,Action
tt0107290,Jurassic Park,1993,1993-06-11,"63000000",978167936,357067936,621100032,8.20,977204,Action
,Jurassic Park 2013 Re-release,2013,,,118192312,45385936,72806384,,,
tt0163025,Jurassic Park III,2001,2001-07-18,"93000000",368780800,181171872,187608928,5.90,321654,Action
tt0369610,Jurassic World,2015,2015-06-09,"150000000",1670400640,652270656,1018129984,6.90,638675,Action
tt4881806,Jurassic World: Fallen Kingdom,2018,,,1308467968,417719744,890748160,6.10,313874,Action
tt0113500,Jury Duty,1995,1995-04-12,"0",17014652,17014652,,4.20,8134,Comedy
tt0091310,Just Between Friends,1986,1986-03-21,"0",6408791.0,6408791.0,,5.90,938,Drama
,Just Call Me Nobody,2010,,,23705022,,23705022,,,
tt0113501,Just Cause,1995,1995-02-17,"0",36853224,36853224,,6.40,27309,Action
tt0433400,Just Friends,2005,2005-11-23,"0",50912432,32619672,18292764,6.20,118255,Comedy
tt1564367,Just Go with It,2011,2011-02-10,"80000000",214945584,103028112,111917480,6.40,243987,Comedy
tt0425123,Just Like Heaven,2005,2005-09-16,"58000000",102854432,48318128,54536300,6.70,109719,Comedy
tt0305711,Just Married,2003,2003-01-09,"18000000",101564936,56127160,45437772,5.40,71290,Comedy
tt4916630,Just Mercy,2019,,,50851872,36001504,14850370,7.60,67132,Biography
tt0397078,Just My Luck,2006,2006-05-12,"28000000",38159904,17326650,20833256,5.40,57494,Comedy
tt0089393,Just One of the Guys,1985,1985-04-26,"11500000",11528900,11528900,,6.50,16126,Comedy
tt0080975,Just Tell Me What You Want,1980,1980-01-18,"0",2086905.0,2086905.0,,5.50,688,Comedy
tt0189192,Just Visiting,2001,2001-04-06,"0",16176732,4781539.0,11395193,5.70,19343,Adventure
tt1407061,Just Wright,2010,2010-05-14,"0",21584424,21540364,44061.0,5.90,14708,Comedy
tt0087525,Just the Way You Are,1984,,,7889694.0,7889694.0,,5.90,890,Comedy
tt0974015,Justice League,2017,2017-11-15,"0",657924288,229024288,428900000,6.10,449006,Action
tt1702443,Justin Bieber: Never Say Never,2011,2011-02-11,"13000000",99036824,73013912,26022916,1.60,76269,Documentary
tt0247444,Juwanna Mann,2002,2002-06-21,"15600000",13802599,13670733,131866.0,4.60,6742,Comedy
tt0267626,K-19: The Widowmaker,2002,2002-07-19,"100000000",65716128,35168968,30547160,6.70,63675,Drama
tt1156395,K-20: The Fiend with Twenty Faces,2008,2008-12-20,"0",21443264,,21443264,6.60,2103,Action
tt0097637,K-9,1989,1989-04-28,"17000000",43247648,43247648,,6.00,33885,Action
tt1909796,K-On! The Movie,2011,,,21434004,,21434004,7.60,1920,Adventure
tt0272152,K-PAX,2001,2001-10-22,"48000000",65001484,50338484,14663000,7.40,184213,Drama
,K2,1992,,,3106559.0,3106559.0,,,,
tt0449999,Kabhi Alvida Naa Kehna,2006,2006-08-11,"7400000",25229168,3275444.0,21953724,6.00,20121,Drama
tt0248126,Kabhi Khushi Kabhie Gham...,2001,2001-12-14,"0",11329690,2902000.0,8427690.0,7.40,49856,Drama
tt0102181,Kafka,1991,1991-11-15,"11000000",1059071.0,1059071.0,,6.80,10094,Drama
tt0080979,Kagemusha,1980,1980-04-26,"0",4000000.0,4000000.0,,7.90,35730,Drama
tt1904937,Kaiji 2: The Ultimate Gambler,2011,2011-11-05,"0",19971260,,19971260,6.30,944,Drama
,Kaiji: The Ultimate Gambler,2009,,,24709016,,24709016,,,
tt0347304,Kal Ho Naa Ho,2003,2003-11-27,"0",13200241,1991922.0,11208319,7.90,69239,Comedy
tt0107302,Kalifornia,1993,1993-09-01,"9000000",2395231.0,2395231.0,,6.70,54368,Crime
,Kama Sutra: A Tale of Love,1997,,,4109095.0,4109095.0,,,,
tt2139913,Kamen Rider 555: Paradise Lost,2003,,,11067556,,11067556,7.00,155,Action
tt1476252,Kamen Rider Decade: All Riders vs. Dai-Shocker,2009,,,19418092,,19418092,6.50,191,Action
tt1988166,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,2011,,,22313924,,22313924,5.50,87,Action
tt0482364,Kamen Rider Ryuki: Episode Final,2002,,,10112538,,10112538,6.60,145,Action
tt0283431,Kandahar,2001,2001-05-11,"0",8914751.0,1418314.0,7496437.0,6.80,6835,Drama
tt0257568,Kangaroo Jack,2003,2003-01-17,"0",88929112,66934964,21994148,4.40,31882,Action
tt0095428,Kansas,1988,1988-09-23,"0",2432536.0,2432536.0,,5.40,1177,Crime
tt0116745,Kansas City,1996,1996-08-16,"18000000",1356329.0,1356329.0,,6.30,4956,Crime
tt0035423,Kate & Leopold,2001,2001-12-25,"0",76019048,47121860,28897188,6.40,84699,Comedy
tt0116756,Kazaam,1996,1996-07-17,"20000000",18937262,18937262,,3.00,24517,Comedy
tt0444653,Keeping Mum,2005,2005-12-02,"169000",18575768,1619466.0,16956302,6.80,34889,Comedy
tt2387499,Keeping Up with the Joneses,2016,2016-10-20,"40000000",29918744,14904426,15014319,5.90,63318,Action
tt0171433,Keeping the Faith,2000,2000-04-14,"30000000",59945184,37047880,22897304,6.40,52012,Comedy
tt0082606,Kelly,1981,,,469777.0,469777.0,,6.30,53,Adventure
tt2609912,Kevin Hart: Let Me Explain,2013,2013-07-03,"0",32318052,32244052,74000.0,6.60,9076,Comedy
tt4669186,Kevin Hart: What Now?,2016,2016-10-14,"0",23591044,23591044,,5.90,9555,Comedy
tt6985200,Keys To The Heart,2018,,,25375866,75134.0,25300732,7.40,1164,Comedy
tt1487931,Khumba,2013,2013-07-18,"20000000",27187376,1029.0,27186346,5.60,6158,Adventure
tt2372222,Kick,2014,2014-07-25,"22000000",43996484,2472695.0,41523788,5.30,29437,Action
tt1250777,Kick-Ass,2010,2010-03-22,"28000000",96188904,48071304,48117600,7.60,559630,Action
tt1650554,Kick-Ass 2,2013,2013-07-17,"28000000",60795984,28795984,32000000,6.50,272050,Action
tt0097659,Kickboxer,1989,1989-04-20,"1500000",14697005,14697005,,6.40,55980,Action
tt0102202,Kickboxer 2: The Road Back,1991,1991-01-30,"0",1250712.0,1250712.0,,4.40,5887,Action
tt0384642,Kicking & Screaming,2005,2005-05-13,"45000000",56070432,52842724,3227709.0,5.60,38489,Comedy
tt1458169,Kidnap,2017,2017-08-04,"21000000",34814104,30971040,3843062.0,5.90,37230,Crime
tt0113540,Kids,1995,1995-07-28,"1500000",7412216.0,7412216.0,,7.00,78928,Drama
tt0116768,Kids in the Hall: Brain Candy,1996,1996-04-02,"0",2654308.0,2654308.0,,6.90,9141,Comedy
,Kika,1994,,,2019581.0,2019581.0,,,,
tt0266697,Kill Bill: Vol. 1,2003,2003-10-10,"30000000",180899040,70099048,110800000,8.20,1102105,Action
tt0378194,Kill Bill: Vol. 2,2004,2004-04-16,"30000000",154116800,66208184,87908616,8.00,748785,Action
tt0097662,Kill Me Again,1989,1989-10-27,"4000000",283694.0,283694.0,,6.30,5134,Action
tt9408490,Kill Mobile,2018,,,94870904,,94870904,5.50,355,Drama
tt3197766,Kill Zone 2,2015,2015-06-18,"0",93638360,11998.0,93626360,6.70,6831,Action
tt1448755,Killer Elite,2011,2011-09-23,"66000000",57084520,25124966,31959556,6.40,130058,Action
tt1103153,Killers,2010,2010-06-04,"75000000",98159960,47059964,51100000,5.40,92136,Action
tt1764234,Killing Them Softly,2012,2012-09-20,"15000000",37930464,15026056,22904408,6.20,144211,Crime
tt6857956,Killing for the Prosecution,2018,,,23929620,,23929620,6.30,953,Mystery
tt11052808,Kim Ji-young: Born 1982,2019,,,27696392,,27696392,7.30,3621,Drama
tt0099938,Kindergarten Cop,1990,1990-12-21,"15000000",91457688,91457688,,6.20,149477,Action
tt0349683,King Arthur,2004,2004-07-07,"120000000",203567856,51882244,151685616,6.30,168212,Action
tt1972591,King Arthur: Legend of the Sword,2017,2017-04-27,"175000000",148675072,39175064,109500000,6.70,216140,Action
tt0089420,King David,1985,1985-03-29,"0",5111099.0,5111099.0,,5.20,2350,Adventure
tt0360717,King Kong,2005,2005-12-14,"207000000",556906368,218080032,338826368,7.20,421536,Action
tt0091344,King Kong Lives,1986,1986-11-21,"10000000",4711220.0,4711220.0,,3.90,6152,Action
tt0102216,King Ralph,1991,1991-02-15,"0",34002044,34002044,,5.40,16213,Comedy
tt0089421,King Solomon's Mines,1985,1985-03-20,"12500000",15057465,15057465,,5.20,13702,Action
tt0099939,King of New York,1990,1990-07-18,"1000000",2554476.0,2554476.0,,6.90,37552,Crime
tt0077807,King of the Gypsies,1978,1978-12-20,"0",7325177.0,7325177.0,,6.20,1247,Drama
tt0107322,King of the Hill,1993,1993-08-20,"0",1214231.0,1214231.0,,7.40,8390,Drama
tt0082619,King of the Mountain,1981,,,1791147.0,1791147.0,,5.40,478,Action
tt9099938,Kingdom,2019,,,50574060,,50574060,6.60,2339,Action
tt0246002,Kingdom Come,2001,,,23396048,23249648,146400.0,5.50,2275,Comedy
tt0320661,Kingdom of Heaven,2005,2005-05-03,"130000000",218122624,47398412,170724208,7.20,287599,Action
tt0116778,Kingpin,1996,1996-07-04,"27000000",25023434,25023434,,6.90,84649,Comedy
tt4649466,Kingsman: The Golden Circle,2017,,,410902656,100234840,310667840,6.70,324621,Action
,Kingsman: The Secret Service,2015,,,414351552,128261728,286089824,,,
tt0097670,Kinjite: Forbidden Subjects,1989,1989-02-03,"0",3416846.0,3416846.0,,5.40,3394,Action
tt0362269,Kinsey,2004,2004-09-04,"0",17050016,10254979,6795038.0,7.10,49404,Biography
tt0807715,Kisarazu Cat's Eye: Nihon Series,2003,,,10029866,,10029866,6.60,168,Comedy
tt0373469,Kiss Kiss Bang Bang,2005,2005-09-05,"15000000",15785148,4243756.0,11541392,7.50,226869,Comedy
tt0084210,Kiss Me Goodbye,1982,1982-12-22,"0",15782759,15782759,,5.90,2256,Comedy
tt0119465,"Kiss Me, Guido",1997,1997-07-18,"0",1918497.0,1918497.0,,6.10,2043,Comedy
tt0113552,Kiss of Death,1995,1995-04-21,"40000000",14942422,14942422,,5.90,19329,Crime
tt0271027,Kiss of the Dragon,2001,2001-07-06,"25000000",64437848,36845124,27592724,6.60,63957,Action
tt0089424,Kiss of the Spider Woman,1985,1985-07-26,"0",17005228,17005228,,7.30,16130,Drama
tt0119467,Kiss or Kill,1997,1997-04-23,"0",796681.0,796681.0,,6.30,1417,Crime
tt0119468,Kiss the Girls,1997,1997-10-03,"27000000",60527872,60527872,,6.60,74157,Crime
tt0120723,Kissing a Fool,1998,1998-02-27,"0",4106588.0,4106588.0,,5.50,5314,Comedy
tt0879812,Kitaro,2007,,,18856642,,18856642,5.30,378,Fantasy
,Knight Moves,1993,,,923418.0,923418.0,,,,
,Knight and Day 2010 Re-release,2010,,,261930432,76423032,185507408,,,
tt0091351,Knights of the City,1986,,,601451.0,601451.0,,4.70,209,Action
tt8946378,Knives Out,2019,,,312897920,165363232,147534688,7.90,609508,Comedy
tt0120724,Knock Off,1998,1998-09-04,"33000000",10319915,10319915,,4.80,15330,Action
,Knockaround Guys,2002,,,12806614,11715637,1090977.0,,,
tt0478311,Knocked Up,2007,2007-06-01,"30000000",219922416,148768912,71153504,6.90,369175,Comedy
,Knowing,2007,,,183658496,79957632,103700864,,,
tt0254481,Koi... Mil Gaya,2003,2003-08-08,"0",12168232,671372.0,11496860,7.10,24356,Action
,Kokkuri-san: Gekijô-ban,2010,,,37982240,,37982240,,,
tt1700258,Kokowääh,2011,2011-02-02,"5650000",50447784,,50447784,6.30,9901,Comedy
tt2194599,Kokowääh 2,2013,2013-01-27,"0",28811936,,28811936,5.30,4050,Comedy
,Kolya,1997,,,5770254.0,5770254.0,,,,
tt1613750,Kon-Tiki,2012,2012-08-24,"16600000",22842888,1517410.0,21325476,7.20,49299,Action
tt3731562,Kong: Skull Island,2017,2017-03-08,"185000000",566652800,168052816,398600000,6.60,317077,Action
,Koyaanisqatsi,1983,,,1723872.0,1723872.0,,,,
tt0079417,Kramer vs. Kramer,1979,1979-12-18,"8000000",106260000,106260000,,7.80,145066,Drama
tt3850590,Krampus,2015,2015-11-26,"15000000",61548708,42725476,18823232,6.20,72865,Comedy
tt0120725,Krippendorf's Tribe,1998,1998-02-27,"0",7571115.0,7571115.0,,5.00,5845,Comedy
tt0432637,Krrish,2006,2006-06-23,"0",18041250,1430721.0,16610529,6.40,21337,Action
tt0085811,Krull,1983,1983-07-29,"27000000",16519460,16519460,,6.10,33636,Action
tt0089444,Krush Groove,1985,1985-10-25,"3000000",11052713,11052713,,6.40,3262,Comedy
tt4302938,Kubo and the Two Strings,2016,2016-08-18,"60000000",76249440,48023088,28226350,7.70,128848,Action
tt0104647,Kuffs,1992,1992-01-10,"0",21142816,21142816,,5.90,10960,Action
tt0119484,Kull the Conqueror,1997,1997-08-29,"0",6112613.0,6112613.0,,4.80,8357,Action
tt2972482,Kundo: Age of the Rampant,2014,2014-07-23,"0",35941292,280958.0,35660332,6.80,3478,Action
tt0119485,Kundun,1997,1997-12-25,"28000000",5684789.0,5684789.0,,7.00,28354,Biography
tt0848538,Kung Fu Dunk,2008,2008-02-07,"10000000",22945568,,22945568,4.80,3522,Comedy
tt0373074,Kung Fu Hustle,2004,2004-02-10,"20000000",100912448,17108592,83803856,7.70,139384,Action
tt2952602,Kung Fu Jungle,2014,2014-10-31,"25000000",24070764,129784.0,23940980,6.40,11211,Action
tt0441773,Kung Fu Panda,2008,2008-06-04,"130000000",631744576,215434592,416309984,7.60,465350,Action
tt1302011,Kung Fu Panda 2,2011,2011-05-25,"150000000",665692288,165249056,500443232,7.20,283127,Action
tt2267968,Kung Fu Panda 3,2016,2016-01-23,"145000000",521170816,143528624,377642208,7.10,157851,Action
tt4217392,Kung Fu Yoga,2017,2017-01-27,"65000000",257743008,362657.0,257380352,5.10,10384,Action
tt0240468,Kung Pow: Enter the Fist,2002,2002-01-25,"0",16994624,16037962,956663.0,6.20,46492,Action
,Kureyon Shin-chan 2004 Re-release,2004,,,12066375,,12066375,,,
tt8031554,L Storm,2018,,,64517456,,64517456,5.70,561,Action
tt0119488,L.A. Confidential,1997,1997-09-19,"35000000",64616940,64616940,,8.20,579226,Crime
tt0102250,L.A. Story,1991,1991-02-08,"0",28862080,28862080,,6.70,32940,Comedy
tt4819576,L.O.R.D: Legend of Ravaging Dynasties,2016,,,58089496,350456.0,57739040,5.00,1234,Adventure
,LOL (Laughing Out Loud),2009,,,32764784,,32764784,,,
tt0093378,La Bamba,1987,1987-07-24,"6500000",54215416,54215416,,6.90,33813,Biography
,La Cage aux Folles,1979,,,20424260,20424260,,,,
,La Cage aux Folles 3: The Wedding,1986,,,345280.0,345280.0,,,,
,La Cage aux Folles II,1981,,,6950125.0,6950125.0,,,,
tt3783958,La La Land,2016,2016-11-29,"30000000",447407680,151101808,296305888,8.00,578291,Comedy
,La Vie En Rose,2007,,,86274792,10301706,75973088,,,
tt0114374,La seconda volta,1995,,,1151013.0,,1151013.0,6.90,619,Drama
,La traviata,1983,,,3783329.0,3783329.0,,,,
tt1794850,La vérité si je mens! 3,2012,2012-01-31,"25496629",40928636,,40928636,5.30,1795,Comedy
tt0091369,Labyrinth,1986,1986-06-27,"25000000",12906759,12729917,176842.0,7.30,136644,Adventure
tt0349710,Ladder 49,2004,2004-10-01,"60000000",100572048,74541704,26030336,6.50,57964,Action
tt0082639,"Ladies and Gentlemen, the Fabulous Stains",1982,1982-10-01,"0",25728.0,25728.0,,6.70,2749,Comedy
tt0377084,Ladies in Lavender,2004,2004-06-14,"0",20377076,6765081.0,13611994,7.00,12019,Drama
tt4925292,Lady Bird,2017,,,78965608,48958272,30007338,7.40,286657,Comedy
